,Investigation,Date,Location,Country,Damage,Make,Model,EnginesNo,EngineType,Carrier,Weather,Phase,GeoPoint,Make_Model
8735,Accident,2011-09-10,Yakota_Japan,Japan,Missing,Mcdonnell,DC_8_62F,4,Turbo_Jet,Air_transport_international_llc_(dba:_air_transport_international),IMC,Other,"21.0, 127.25",Mcdonnell_DC_8_62F
8736,Accident,2012-08-05,HiltonHead_SC,US,Missing,Embraer,ERJ_170_200_LR,2,Turbo_Fan,Republic_Airlines,IMC,Descent,"32.2, -80.6",Embraer_ERJ_170_200_LR
8740,Accident,2014-08-14,SaltLakeCity_UT,US,Substantial,Boeing,737,2,Turbo_Fan,Southwest_Airlines,VMC,Other,"40.786389, -111.973056",Boeing_737
8746,Accident,2017-05-03,Colton_NY,US,Destroyed,Piper,PA_31,2,Reciprocating,Strait_air_(2000)_ltd,VMC,Other,"44.531111, -74.891111",Piper_PA_31
8760,Incident,2010-09-25,JohnF.KennedyInternationalAirport_NY,US,Minor,Bombardier,CL600_2D24,2,Turbo_Jet,Atlantic_Southeast,VMC,Landing,"40.64, -73.778334",Bombardier_CL600_2D24
8765,Accident,2018-03-16,Hastings_NE,US,Substantial,Beech,C99,2,Turbo_Prop,Ameriflight_Airlines,VMC,Landing,"40.604167, -98.426389",Beech_C99
8794,Accident,2015-10-01,Nassau_Bahamas,Bahamas,Minor,Airbus,A319,2,Turbo_Fan,American_Airlines,IMC,Other,"25.760278, -76.157222",Airbus_A319
8811,Accident,2016-10-02,Togiak_AK,US,Destroyed,Cessna,208,1,Turbo_Prop,Hageland_aviation_services_inc_(dba:_ravn_connect),VMC,Cruise,"59.165556, -160.653333",Cessna_208
8832,Accident,2011-11-10,Minneapolis_MN,US,Substantial,Airbus,A320,2,Turbo_Fan,Delta_Airlines,UNK,Takeoff,"44.867778, -93.226667",Airbus_A320
8858,Accident,2016-11-20,McGrath_AK,US,Minor,Piper,PA-32,1,Reciprocating,Bidzy_ta_hot_aana_corp_(dba:_tanana_air_service),VMC,Descent,"62.952778, -155.605556",Piper_PA-32
8864,Accident,2009-08-27,Inverness_FL,US,Missing,Boeing,717,2,Turbo_Jet,Airtran_airways_(dba:_airtran_airways),IMC,Climb,"29.0, -82.9",Boeing_717
8969,Accident,2014-01-10,Atlanta_GA,US,Missing,Boeing,757,2,Unknown,Delta_Airlines,IMC,Descent,"33.216945, -83.807778",Boeing_757
8971,Accident,2015-06-10,McCook_NE,US,Missing,Bombardier,CL600_2D24,2,Turbo_Fan,Mesa_Airlines,UNK,Other,"39.497222, -102.193889",Bombardier_CL600_2D24
9065,Accident,2013-04-29,Bagram_Afghanistan,Afghanistan,Destroyed,Boeing,747,4,Turbo_Jet,National_air_cargo_(dba:_national_airlines),VMC,Takeoff,"34.946389, 69.265",Boeing_747
9068,Accident,2012-08-05,HiltonHead_SC,US,Missing,Embraer,ERJ_170_200_LR,2,Turbo_Fan,Republic_Airlines,IMC,Descent,"32.2, -80.6",Embraer_ERJ_170_200_LR
9069,Accident,2015-06-11,Sacramento_CA,US,Substantial,Eclipse_aviation_corp,EA500,2,Turbo_Jet,Nemly_aviation_(dba:_nemly_aviation),VMC,Taxi,"35.5125, -121.493333",Eclipse_aviation_corp_EA500
9071,Accident,2016-01-24,Newark_NJ,US,Substantial,Mcdonnell,MD88,2,Turbo_Fan,Delta_Airlines,VMC,Standing,"0.0, 0.0",Mcdonnell_MD88
9097,Accident,2016-11-18,Elko_NV,US,Destroyed,Piper,PA_31,2,Turbo_Prop,American_Airlines,VMC,Takeoff,"40.833889, -115.783056",Piper_PA_31
9105,Accident,2017-09-12,Greeley_CO,US,Substantial,Embraer,EMB_145,2,Turbo_Prop,Freight_runners_express_inc,VMC,Standing,"40.4375, -104.633334",Embraer_EMB_145
9137,Accident,2009-03-28,Atlanta_GA,US,Minor,Mcdonnell,MD88,2,Turbo_Jet,Delta_Airlines,IMC,Descent,"33.640555, -84.426945",Mcdonnell_MD88
9155,Accident,2014-09-15,Miami_FL,US,Substantial,Boeing,757,2,Turbo_Fan,American_Airlines,VMC,Landing,"25.765833, -80.218889",Boeing_757
9176,Accident,2017-09-30,Arlington_VA,US,Minor,Boeing,737,2,Turbo_Fan,American_Airlines,VMC,Taxi,"38.9, -77.033334",Boeing_737
9243,Accident,2015-06-11,Sacramento_CA,US,Substantial,Eclipse_aviation_corp,EA500,2,Turbo_Fan,Nemly_aviation_(dba:_nemly_aviation),VMC,Taxi,"35.5125, -121.493333",Eclipse_aviation_corp_EA500
9268,Accident,2017-04-28,Amarillo_TX,US,Destroyed,Pilatus_aircraft_ltd,PC_12,1,Turbo_Prop,Rico_aviation_llc,IMC,Takeoff,"35.196389, -101.704722",Pilatus_aircraft_ltd_PC_12
9276,Accident,2015-08-02,Chicago_IL,US,Substantial,Cessna,208,1,Turbo_Prop,"Multi_aero,_inc._(dba:_air_choice_one,_inc.)",IMC,Taxi,"41.966945, -87.894166",Cessna_208
9290,Accident,2012-04-07,Houston_TX,US,Substantial,Bombardier,DHC_8_402,2,Turbo_Prop,Colgan_air_inc,VMC,Landing,"29.9775, -95.333334",Bombardier_DHC_8_402
9301,Accident,2000-03-05,BURBANK_CA,US,Destroyed,Boeing,737,2,Turbo_Fan,Southwest_Airlines,VMC,Landing,Missing,Boeing_737
9324,Accident,2018-02-11,Nenana_AK,US,Substantial,Cessna,180,1,Reciprocating,Mallen_air_llc,VMC,Landing,"64.364444, -150.537222",Cessna_180
9342,Accident,2015-09-08,LasVegas_NV,US,Substantial,Boeing,777,2,Turbo_Fan,British_Airlines,VMC,Takeoff,Missing,Boeing_777
9360,Accident,2017-12-14,Kwigillingok_AK,US,Substantial,Piper,PA-32,1,Reciprocating,Paklook_air_(dba:_yute_commuter_service),VMC,Other,"59.875556, -163.168056",Piper_PA-32
9385,Accident,2017-05-03,Colton_NY,US,Destroyed,Piper,PA_31,2,Reciprocating,Strait_air_(2000)_ltd,VMC,Other,"44.531111, -74.891111",Piper_PA_31
9392,Accident,2018-04-24,PineRidge_SD,US,Substantial,Cessna,T303,2,Reciprocating,Aberdeen_flying_service,IMC,Approach,"43.183056, -102.56",Cessna_T303
9413,Accident,2016-10-02,Togiak_AK,US,Destroyed,Cessna,208,1,Turbo_Prop,Hageland_aviation_services_inc_(dba:_ravn_connect),VMC,Cruise,"59.165556, -160.653333",Cessna_208
9416,Accident,2014-01-10,Atlanta_GA,US,Missing,Boeing,757,2,Unknown,Delta_Airlines,IMC,Descent,"33.216945, -83.807778",Boeing_757
9442,Accident,2018-03-29,KingSalmon_AK,US,Substantial,Beech,99,2,Turbo_Prop,Lake_clark_air_inc,IMC,Landing,"58.679723, -156.656111",Beech_99
9448,Accident,2017-03-20,Boise_ID,US,Substantial,Swearingen,SA226,2,Turbo_Prop,Dean_anderson,VMC,Takeoff,"43.614444, -116.222778",Swearingen_SA226
9451,Accident,2017-05-24,Augusta_GA,US,Substantial,Beech,58,2,Reciprocating,Gerlach_and_associates_llc_(dba:_midwest_airlink),IMC,Landing,"33.381111, -81.970556",Beech_58
9497,Accident,2016-12-13,Denver_CO,US,Missing,Boeing,737,2,Turbo_Fan,United_Airlines,IMC,Descent,"39.86, -104.67",Boeing_737
9509,Accident,2017-08-30,Saipan_MP,US,Substantial,Piper,PA_31,2,Reciprocating,"Star_marianas_air,_inc.",VMC,Takeoff,"15.117778, 145.726111",Piper_PA_31
9516,Accident,2014-12-30,Roswell_NM,US,Substantial,Cessna,208,2,Turbo_Prop,Baron_Aviation,IMC,Other,"33.287222, -104.539166",Cessna_208
9606,Accident,2015-09-08,LasVegas_NV,US,Substantial,Boeing,777,2,Turbo_Fan,British_Airlines,VMC,Takeoff,Missing,Boeing_777
9812,Accident,2017-07-21,NewYork_NY,US,Substantial,Cessna,208,1,Turbo_Prop,Volo_aviation_inc,VMC,Takeoff,"40.734166, -73.972778",Cessna_208
9846,Accident,2017-11-22,PresqueIsle_ME,US,Substantial,Cessna,421,2,Reciprocating,Fresh_air_llc,IMC,Takeoff,"46.688889, -68.044722",Cessna_421
9858,Accident,2016-10-28,FortLauderdale_FL,US,Substantial,Mcdonnell,MD_10_10F,3,Turbo_Fan,Fedex_express,VMC,Landing,Missing,Mcdonnell_MD_10_10F
9909,Accident,2012-05-10,FortLauderdale_FL,US,Missing,Airbus,A319,2,Turbo_Fan,Frontier_Airlines,VMC,Descent,"26.372778, -81.262778",Airbus_A319
9953,Accident,2018-02-26,MackinacIsland_MI,US,Substantial,Piper,PA_28,1,Reciprocating,Great_Lakes,VMC,Landing,"45.876111, -84.636944",Piper_PA_28
9970,Accident,2014-08-14,SaltLakeCity_UT,US,Substantial,Boeing,737,2,Turbo_Fan,Southwest_Airlines,VMC,Standing,"40.786389, -111.973056",Boeing_737
10043,Accident,2012-05-10,FortLauderdale_FL,US,Missing,Airbus,A319,2,Turbo_Fan,Frontier_Airlines,VMC,Descent,"26.372778, -81.262778",Airbus_A319
10079,Accident,2016-07-29,McKinleyville_CA,US,Substantial,Piper,PA_31,2,Turbo_Prop,Cal_ore_life_flight,IMC,Climb,"41.027223, -124.010278",Piper_PA_31
10093,Accident,2018-06-01,Ketchikan_AK,US,Substantial,Dehavilland,BEAVER_DHC_2,1,Reciprocating,Rdm_pilot/guide_ltd,VMC,Landing,"55.216945, -132.233611",Dehavilland_BEAVER_DHC_2
10125,Accident,2011-09-23,Kodiak_AK,US,Substantial,Dehavilland,DHC_3T,1,Turbo_Prop,Paklook_air_inc_(dba:_paklook_air),VMC,Other,"57.685277, -152.509167",Dehavilland_DHC_3T
10139,Accident,2017-07-21,NewYork_NY,US,Substantial,Cessna,208,1,Turbo_Prop,Volo_aviation_inc,VMC,Takeoff,"40.734166, -73.972778",Cessna_208
10234,Accident,2011-09-10,Yakota_Japan,Japan,Missing,Mcdonnell,DC_8_62F,4,Turbo_Jet,Air_transport_international_llc_(dba:_air_transport_international),IMC,Other,"21.0, 127.25",Mcdonnell_DC_8_62F
10239,Accident,2017-05-03,Colton_NY,US,Destroyed,Piper,PA_31,2,Reciprocating,Strait_air_(2000)_ltd,VMC,Other,"44.531111, -74.891111",Piper_PA_31
10260,Accident,2016-09-30,LopezIsland_WA,US,Substantial,Dehavilland,BEAVER_DHC_2_MK.1,1,Reciprocating,Kenmore_air_harbor_inc,IMC,Descent,"48.464167, -122.953333",Dehavilland_BEAVER_DHC_2_MK.1
10283,Accident,2016-03-05,Albuquerque_NM,US,Substantial,Boeing,767,2,Turbo_Fan,United_Airlines,VMC,Landing,"35.02, 106.5",Boeing_767
10298,Accident,2016-01-24,Newark_NJ,US,Substantial,Mcdonnell,MD88,2,Turbo_Fan,Delta_Airlines,VMC,Standing,"0.0, 0.0",Mcdonnell_MD88
10304,Incident,2017-03-19,Dayton_OH,US,Missing,Mcdonnell,DC_9_83,2,Turbo_Fan,Allegiant_air,UNK,Approach,"39.9025, -84.221945",Mcdonnell_DC_9_83
10342,Accident,2016-06-05,LasVegas_NV,US,Missing,Boeing,737,2,Turbo_Fan,Delta_Airlines,VMC,Approach,"36.08, -115.152222",Boeing_737
10480,Accident,2016-12-05,Camilla_GA,US,Destroyed,Fairchild,SA227,2,Turbo_Prop,Key_lime_air_(dba:_key_lime_air),IMC,Descent,"31.219723, -84.154722",Fairchild_SA227
10493,Accident,2017-12-05,Cheboygan_MI,US,Substantial,Piper,PA-32,1,Reciprocating,Great_Lakes,VMC,Landing,"45.654167, -84.513889",Piper_PA-32
10498,Accident,2016-09-30,LopezIsland_WA,US,Substantial,Dehavilland,BEAVER_DHC_2_MK.1,1,Reciprocating,Kenmore_air_harbor_inc,IMC,Descent,"48.464167, -122.953333",Dehavilland_BEAVER_DHC_2_MK.1
10518,Accident,2014-12-30,Roswell_NM,US,Substantial,Cessna,208,1,Turbo_Prop,Baron_Aviation,IMC,Approach,"33.287222, -104.539166",Cessna_208
10561,Accident,2017-07-03,ElPaso_TX,US,Substantial,Beech,A36,1,Reciprocating,"Gta_air,_inc.",VMC,Climb,"31.812222, -106.382778",Beech_A36
10626,Accident,2018-03-16,Hastings_NE,US,Substantial,Beech,C99,2,Turbo_Prop,Ameriflight_Airlines,VMC,Landing,"40.604167, -98.426389",Beech_C99
10644,Accident,2017-12-03,Miami_FL,US,Minor,Airbus,A319,2,Turbo_Fan,American_Airlines,VMC,Taxi,"25.793333, -80.290555",Airbus_A319
10649,Accident,2016-08-31,RussianMission_AK,US,Substantial,Cessna,208,1,Turbo_Prop,"Hageland_aviation_services,_inc._(dba:_ravn_connect)",VMC,Cruise,"61.798333, -161.505833",Cessna_208
10713,Accident,2017-11-19,LosAngeles_CA,US,Missing,Boeing,737,2,Turbo_Fan,Southwest_Airlines,VMC,Standing,"33.945, -118.408056",Boeing_737
10719,Accident,2016-12-05,Camilla_GA,US,Destroyed,Fairchild,SA227,2,Turbo_Prop,Key_lime_air_(dba:_key_lime_air),IMC,Descent,"31.219723, -84.154722",Fairchild_SA227
10775,Accident,2018-02-11,Nenana_AK,US,Substantial,Cessna,180,1,Reciprocating,Mallen_air_llc,VMC,Landing,"64.364444, -150.537222",Cessna_180
10782,Accident,2016-03-05,Albuquerque_NM,US,Substantial,Boeing,767,2,Turbo_Fan,United_Airlines,VMC,Landing,"35.02, 106.5",Boeing_767
10851,Accident,2009-03-28,Atlanta_GA,US,Minor,Mcdonnell,MD88,2,Turbo_Jet,Delta_Airlines,IMC,Descent,"33.640555, -84.426945",Mcdonnell_MD88
10890,Accident,2017-09-30,Arlington_VA,US,Substantial,Airbus,A321,2,Turbo_Fan,American_Airlines,VMC,Standing,"38.9, -77.033334",Airbus_A321
10909,Accident,2018-05-07,Baltimore_MD,US,Substantial,Boeing,737,2,Turbo_Fan,Southwest_Airlines,VMC,Taxi,"39.179167, -76.667223",Boeing_737
10976,Accident,2016-11-20,McGrath_AK,US,Minor,Piper,PA-32,1,Reciprocating,Bidzy_ta_hot_aana_corp_(dba:_tanana_air_service),VMC,Descent,"62.952778, -155.605556",Piper_PA-32
11093,Accident,2016-08-01,SpanishFork_UT,US,Substantial,Beech,C_99,2,Turbo_Prop,Ameriflight_Airlines,VMC,Climb,"40.018334, -111.482778",Beech_C_99
11305,Incident,2016-12-04,SanAntonio_TX,US,Minor,Embraer,ERJ170_200LR,2,Turbo_Fan,Skywest_Airlines,VMC,Landing,"29.531389, -98.468334",Embraer_ERJ170_200LR
11605,Accident,2017-06-26,Vinalhaven_ME,US,Substantial,Cessna,207,1,Reciprocating,Waters_aero_marine_inc_(dba:_penobscot_island_air),VMC,Other,"44.070556, -68.821667",Cessna_207
11683,Accident,2016-06-05,FortDodge_IA,US,Substantial,Cessna,208,1,Turbo_Prop,Multi_aero_inc._(dba:_air_choice_one),VMC,Standing,"42.5525, -94.183334",Cessna_208
11742,Accident,2011-07-10,PortAlsworth_AK,US,Substantial,Piper,PA_31,2,Reciprocating,Lake_clark_air_inc,VMC,Other,"60.557778, -153.305833",Piper_PA_31
11747,Accident,2011-06-22,Miami_FL,US,Missing,Mcdonnell,MD88,2,Turbo_Fan,"Dynamic_airways,_llc_(dba:_dynamic_airways,_llc)",VMC,Descent,"25.795277, -80.287222",Mcdonnell_MD88
11777,Accident,2011-11-23,Talkeetna_AK,US,Substantial,Cessna,A185F,1,Reciprocating,Sheldon_air_service,VMC,Cruise,"62.320556, -150.083333",Cessna_A185F
11787,Accident,2011-09-23,Kodiak_AK,US,Substantial,Dehavilland,DHC_3T,1,Turbo_Prop,Paklook_air_inc_(dba:_paklook_air),VMC,Go_around,"57.685277, -152.509167",Dehavilland_DHC_3T
12005,Accident,2012-02-23,Pawnee_NE,US,Missing,Boeing,737,2,Turbo_Fan,Southwest_Airlines,VMC,Other,"40.168889, -96.151944",Boeing_737
12016,Accident,2011-12-08,Kaltag_AK,US,Substantial,Piper,PA_31,2,Reciprocating,Warbelows_air_ventures_inc_(dba:_warbelows_air_venture),IMC,Landing,"64.318889, -158.741389",Piper_PA_31
12034,Accident,2011-09-02,Nightmute_AK,US,Destroyed,Cessna,208,1,Turbo_Prop,Grant_aviation,VMC,Maneuvering,"60.605556, -164.598611",Cessna_208
12083,Accident,2013-02-19,PacificOcean_Unknown,Unknown,Missing,Boeing,747,4,Turbo_Fan,United_Airlines,VMC,Other,"20.228056, -139.203056",Boeing_747
12094,Incident,2012-11-09,Minneapolis_MN,US,Minor,Fairchild,SA227_AC,2,Turbo_Prop,Bemidji_Aviation,VMC,Landing,"44.875834, -93.219723",Fairchild_SA227_AC
12125,Accident,2003-09-02,Hebron_KY,US,Missing,Fairchild,Dornier_328_300,2,Turbo_Fan,Atlantic_coast_airlines_(dba:_atlantic_coast_airlines),VMC,Standing,"39.053333, -84.653333",Fairchild_Dornier_328_300
12213,Accident,2016-08-23,Nanwalek_AK,US,Substantial,Cessna,T207,1,Reciprocating,Smokey_bay_air_inc,VMC,Landing,"59.211389, -151.555",Cessna_T207
12234,Accident,2017-07-12,Denali_AK,US,Substantial,Piper,PA_18,1,Reciprocating,Ray_h._atkins_(dba:_ray_atkins_registered_guide),VMC,Landing,"63.5875, -147.988611",Piper_PA_18
12244,Accident,2017-06-03,SanJuan_PR,US,Destroyed,Piper,PA23,2,Reciprocating,Air_america_inc,VMC,Takeoff,"18.460278, -65.972778",Piper_PA23
12286,Accident,2014-01-31,Atlanta_GA,US,Substantial,Mcdonnell,MD88,2,Turbo_Fan,Delta_Airlines,VMC,Standing,"33.636944, -84.428056",Mcdonnell_MD88
12421,Accident,1990-04-09,GADSDEN_AL,US,Substantial,Embraer,EMB_145,2,Turbo_Prop,Atlantic_Southeast,VMC,Cruise,Missing,Embraer_EMB_145
12756,Accident,2004-06-30,GreenBay_WI,US,Substantial,Beech,200,2,Turbo_Prop,Frontline_aviation_inc,VMC,Takeoff,"44.483333, -88.133333",Beech_200
12826,Incident,2011-05-21,PeachSprings_AZ,US,Missing,Dehavilland,DHC_6_300,2,Turbo_Prop,Grand_canyon_airlines_inc,VMC,Other,Missing,Dehavilland_DHC_6_300
12841,Accident,2010-10-04,NewYork_NY,US,Missing,Bombardier,CL_600_2B19,2,Turbo_Fan,Air_wisconsin_airlines_corporations_(dba:_us_airways_express),VMC,Standing,"40.773056, -73.870278",Bombardier_CL_600_2B19
12867,Accident,2011-05-09,Chillicothe_MO,US,Missing,Airbus,A319,2,Turbo_Fan,United_Airlines,VMC,Other,"39.876667, -93.640555",Airbus_A319
12869,Accident,2011-04-25,NewYork_NY,US,Missing,Airbus,A330,2,Turbo_Fan,Delta_Airlines,VMC,Taxi,"40.639722, -73.778889",Airbus_A330
12872,Accident,2011-04-11,Richmond_VA,US,Substantial,Piper,PA_31,2,Reciprocating,Airnet_systems_inc,VMC,Takeoff,"37.508333, -77.329167",Piper_PA_31
12889,Accident,2011-12-21,Kwigillingok_AK,US,Substantial,Cessna,207,1,Reciprocating,Flight_alaska_inc_(dba:_yute_air_alaska),IMC,Approach,"59.876389, -163.168611",Cessna_207
12891,Incident,2011-12-02,Ocoee_FL,US,Missing,Cessna,560XL,2,Turbo_Fan,Citationshares_management_llc,VMC,Climb,"28.64, -81.65",Cessna_560XL
12908,Accident,2018-04-24,PineRidge_SD,US,Substantial,Cessna,T303,2,Reciprocating,Aberdeen_flying_service,IMC,Approach,"43.183056, -102.56",Cessna_T303
12929,Accident,2014-12-30,Roswell_NM,US,Substantial,Cessna,208,1,Turbo_Prop,Baron_Aviation,IMC,Approach,"33.287222, -104.539166",Cessna_208
13107,Accident,2015-02-24,St.Louis_MO,US,Missing,Mcdonnell,MD_11F,3,Turbo_Fan,Fedex_express,VMC,Standing,"38.0, -90.0",Mcdonnell_MD_11F
13120,Accident,2014-09-28,Ceiba_PR,US,Substantial,Britten_norman,BN_2A,2,Reciprocating,Air_Charter,VMC,Taxi,"18.245277, -65.643333",Britten_norman_BN_2A
13126,Accident,2014-08-14,SaltLakeCity_UT,US,Substantial,Boeing,737,2,Turbo_Fan,Southwest_Airlines,VMC,Standing,"40.786389, -111.973056",Boeing_737
13127,Accident,2014-08-10,Harrisburg_PA,US,Substantial,Dehavilland,DHC_8_102,2,Turbo_Prop,Piedmont_airlines_inc_(dba:_us_airways_express),VMC,Takeoff,"40.193333, -76.762778",Dehavilland_DHC_8_102
13161,Accident,2013-12-15,Bethel_AK,US,Substantial,Cessna,172,1,Reciprocating,Flight_alaska_inc._(dba:_yute_air_alaska),VMC,Takeoff,"60.782223, -161.85",Cessna_172
13169,Accident,2013-10-23,Homer_AK,US,Substantial,Beech,1900C,2,Turbo_Prop,Era_aviation_inc_(dba:_era_alaska),VMC,Landing,"59.645555, -151.476667",Beech_1900C
13183,Accident,2016-03-02,Rockland_ME,US,Substantial,Beech,99,2,Turbo_Prop,Wiggins_airways_inc,IMC,Approach,"44.06, -69.099166",Beech_99
13373,Accident,2012-05-10,FortLauderdale_FL,US,Missing,Airbus,A319,2,Turbo_Fan,Frontier_Airlines,VMC,Descent,"26.372778, -81.262778",Airbus_A319
13405,Incident,2014-01-12,Branson_MO,US,Missing,Boeing,737,2,Turbo_Fan,Southwest_Airlines,VMC,Landing,"36.625834, -93.228889",Boeing_737
13416,Accident,2011-07-17,MatinicusIsland_ME,US,Substantial,Cessna,U206G,1,Reciprocating,Penobscot_island_air,VMC,Takeoff,"43.871111, -68.893333",Cessna_U206G
13431,Incident,2011-06-06,Milwaukee_WI,US,Minor,Bombardier,CL_600_2B19,2,Turbo_Fan,Skywest_Airlines,VMC,Landing,"42.951667, -87.894166",Bombardier_CL_600_2B19
13444,Accident,2011-04-16,Cheltenham_MD,US,Missing,Boeing,757,2,Turbo_Fan,US_Airways,IMC,Descent,"38.705556, -76.744444",Boeing_757
13475,Accident,2011-08-21,Dillingham_AK,US,Substantial,Grumman,G_44,2,Reciprocating,Fresh_water_adventures_inc_(dba:_fresh_water_adventures),VMC,Landing,"59.044722, -158.505556",Grumman_G_44
13484,Accident,2011-11-10,Minneapolis_MN,US,Substantial,Airbus,A320,2,Turbo_Fan,Delta_Airlines,UNK,Takeoff,"44.867778, -93.226667",Airbus_A320
13494,Accident,2011-09-15,Beluga_AK,US,Substantial,Cessna,U206G,1,Reciprocating,Alaska_skyways_inc._(dba:_regal_air),VMC,Takeoff,"61.576667, -151.543333",Cessna_U206G
13562,Accident,2009-05-04,Denver_CO,US,Substantial,Airbus,A320,2,Turbo_Fan,Northwest_Airlines,VMC,Landing,Missing,Airbus_A320
13567,Incident,2009-04-03,Northport_FL,US,Minor,Cirrus_design_corp,SR22,1,Reciprocating,Satsair_llc,VMC,Other,"27.097222, -82.233611",Cirrus_design_corp_SR22
13568,Accident,2009-03-28,Atlanta_GA,US,Minor,Mcdonnell,MD88,2,Turbo_Jet,Delta_Airlines,IMC,Descent,"33.640555, -84.426945",Mcdonnell_MD88
13575,Accident,2009-03-14,Buckland_AK,US,Substantial,Piper,PA_31,2,Reciprocating,Frontier_Airlines,VMC,Landing,"65.981389, -161.149166",Piper_PA_31
13585,Accident,2008-12-03,RioGrande_PR,US,Destroyed,Rockwell,690B,2,Turbo_Prop,Webstas_aviation_services,IMC,Descent,"18.325556, -65.777778",Rockwell_690B
13589,Accident,2008-11-14,Napaskiak_AK,US,Substantial,Cessna,207,1,Reciprocating,Flight_alaska_(dba:_yute_air_alaska),IMC,Maneuvering,"60.703056, -161.778334",Cessna_207
13643,Accident,2013-07-07,Soldotna_AK,US,Destroyed,Dehavilland,DHC_3,1,Turbo_Prop,Rediske_family_limited_partnership_(dba:_rediske_air),VMC,Takeoff,"60.475278, -151.043611",Dehavilland_DHC_3
13656,Accident,2013-04-29,Bagram_Afghanistan,Afghanistan,Destroyed,Boeing,747,4,Turbo_Jet,National_air_cargo_(dba:_national_airlines),VMC,Takeoff,"34.946389, 69.265",Boeing_747
13669,Accident,2015-08-07,SouthLakeTahoe_CA,US,Missing,Embraer,E175,2,Turbo_Fan,Compass_airlines_llc_(dba:_american_eagle),VMC,Other,"38.893333, -120.004167",Embraer_E175
13760,Accident,2015-08-07,SouthLakeTahoe_CA,US,Missing,Embraer,E175,2,Turbo_Fan,Compass_airlines_llc_(dba:_american_eagle),VMC,Other,"38.893333, -120.004167",Embraer_E175
13767,Accident,2015-06-30,SaltLakeCity_UT,US,Missing,Boeing,737,2,Turbo_Fan,Delta_Airlines,UNK,Other,"0.0, 0.0",Boeing_737
13794,Accident,2010-11-23,Madison_WI,US,Missing,Embraer,EMB_145,2,Turbo_Fan,American_Airlines,VMC,Standing,"43.14, -89.3375",Embraer_EMB_145
13801,Accident,2017-07-03,ElPaso_TX,US,Substantial,Beech,A36,1,Reciprocating,"Gta_air,_inc.",VMC,Climb,"31.812222, -106.382778",Beech_A36
14437,Accident,2004-08-13,RoseLake_ID,US,Substantial,Cessna,U206G,1,Reciprocating,Brooks_seaplane_service_inc.,VMC,Approach,"47.530278, -116.565278",Cessna_U206G
14497,Accident,2006-05-14,AKIACHAK_AK,US,Substantial,Cessna,207,1,Reciprocating,Inland_aviation_services_inc,VMC,Standing,"60.904722, -161.422223",Cessna_207
14803,Accident,2012-09-18,Sophia_NC,US,Missing,Airbus,A330,2,Turbo_Fan,US_Airways,VMC,Descent,"35.0, -79.0",Airbus_A330
14879,Accident,2015-06-08,StPetersburg_FL,US,Missing,Mcdonnell,DC_9_83(MD_83),2,Turbo_Fan,Allegiant_air_llc,VMC,Taxi,"27.91, -82.6875",Mcdonnell_DC_9_83(MD_83)
14884,Accident,2015-05-31,Talkeetna_AK,US,Substantial,Cessna,185,1,Reciprocating,Talkeetna_air_taxi_inc,VMC,Approach,"62.324723, -150.089166",Cessna_185
14892,Incident,2012-06-14,Ozark_MO,US,Minor,Cessna,560,2,Turbo_Fan,Aero_Charter,VMC,Landing,"38.096111, -92.549444",Cessna_560
15013,Accident,2014-11-27,Nikiski_AK,US,Substantial,Piper,PA_18_150,1,Reciprocating,"Alaska_west_air,_inc",VMC,Approach,"60.876389, -152.085277",Piper_PA_18_150
15031,Accident,2016-02-12,Iliamna_AK,US,Substantial,Lockheed,382G,4,Turbo_Prop,Lynden_air_cargo,VMC,Other,"59.753056, -154.912778",Lockheed_382G
15035,Accident,2015-12-23,Charlotte_NC,US,Missing,Boeing,737,2,Turbo_Fan,Southwest_Airlines,IMC,Approach,"35.285833, -80.821389",Boeing_737
15077,Accident,2016-05-23,ChinitaBay_AK,US,Substantial,Cessna,U206G,1,Reciprocating,Rustair_inc,VMC,Taxi,"59.534722, -153.554722",Cessna_U206G
15470,Accident,2005-08-08,Newark_NJ,US,Substantial,Embraer,EMB_145,2,Turbo_Jet,Continental_Airlines,VMC,Taxi,"40.7, -74.172223",Embraer_EMB_145
15633,Accident,2010-01-19,Bethel_AK,US,Substantial,Cessna,172,1,Reciprocating,Yute_air_taxi_(dba:_yute_air_taxi),VMC,Takeoff,"60.779723, -161.838055",Cessna_172
